Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay,Hour,Day,Day_of_Week,Month,Month_Name,Is_Weekend,Utilization_Band,Inventory_Band,Inventory_Coverage,Purchase_Frequency_Band,Demand_Normalized,Utilization_Normalized,Waiting_Normalized,Operational_Stress_Score,Operational_Stress_Level,Week_of_Year,Time_Period,Inventory_Demand_Gap,Stock_Risk,Fleet_Load_Index,Fleet_Load_Index_Normalized,Demand_Score,Utilization_Score,Waiting_Score,Customer_Value_Index,Customer_Value_Segment,Traffic_Level,Traffic_Utilization_Interaction,Demand_Traffic_Interaction,Utilization_Waiting_Interaction,Pre_Dispatch_Stress_Score,Distance_From_Center
2024-02-27 21:45:48,Truck_10,-4.8643,75.4304,168,Delayed,23.2,71.5,Clear,23,292,3,Traffic,98.8,102,1,21,27,1,2,February,0,Very High,Low,1.6470588235294117,Low,0.01,0.9700000000000002,0.26,0.4133333333333334,Medium,9,Late_Evening,66,0,10077.6,0.16807868173582957,0.010000000000000009,0.9700000000000002,0.26,876,Medium Value,,,,2272.4,0.4900000000000001,74.67561514865537
2024-05-23 22:03:43,Truck_5,46.7637,-146.4348,268,Delivered,23.9,79.2,Clear,41,295,9,Mechanical Failure,69.5,146,0,22,23,3,5,May,0,High,Medium-Low,1.8356164383561644,High,0.2299999999999999,0.2375,0.6200000000000001,0.3625,Medium,21,Late_Evening,122,0,10147.0,0.17107238374600986,0.22999999999999998,0.23750000000000004,0.6200000000000001,2655,Very High Value,,,,2849.5,0.23375,154.93513769520538
2024-01-02 22:19:42,Truck_7,-68.3909,-122.557,341,In Transit,21.3,76.2,Heavy,58,429,3,,78.6,178,1,22,2,1,1,January,0,Very High,Medium-High,1.9157303370786516,Low,0.39,0.4649999999999998,0.96,0.605,Medium,1,Late_Evening,163,0,13990.8,0.3368820636700889,0.39,0.46499999999999986,0.96,1287,Medium Value,,,,4558.799999999999,0.42749999999999994,140.4251417824867
2024-09-29 06:31:55,Truck_7,62.3457,-54.2033,166,Delivered,28.9,50.6,Heavy,58,197,3,Traffic,88.8,282,1,6,29,6,9,September,1,Very High,Low,0.5886524822695035,Low,0.91,0.7200000000000002,0.96,0.8633333333333333,High,39,Morning,-116,1,25041.6,0.8135795013372444,0.9099999999999999,0.7200000000000002,0.96,591,Low Value,,,,5150.4,0.8150000000000001,84.18947688296885
2024-12-18 08:33:58,Truck_7,72.8857,135.9494,483,Delayed,21.4,51.2,Heavy,33,249,2,,67.6,165,1,8,18,2,12,December,0,High,High,2.9272727272727272,Low,0.325,0.1899999999999999,0.46,0.325,Low,51,Morning,318,0,11153.999999999998,0.21451125873522553,0.32500000000000007,0.18999999999999995,0.46,498,Low Value,,,,2230.7999999999997,0.2575,154.16804188473006
2024-08-11 10:28:58,Truck_10,2.2782,-158.4628,232,Delivered,22.3,73.3,Heavy,19,332,4,,78.6,135,1,10,11,6,8,August,1,Very High,Medium-Low,1.7185185185185186,Medium-Low,0.175,0.4649999999999998,0.18,0.2733333333333332,Low,32,Morning,97,0,10611.0,0.19108791303597622,0.17500000000000004,0.46499999999999986,0.18,1328,Medium Value,,,,1493.3999999999999,0.31999999999999995,159.34139146061844
2024-03-24 22:56:32,Truck_3,11.7686,154.6043,392,In Transit,20.7,62.8,Detour,12,417,2,Weather,69.3,109,0,22,24,6,3,March,1,High,Medium-High,3.596330275229358,Low,0.045,0.2324999999999999,0.0399999999999999,0.1058333333333333,Low,12,Late_Evening,283,0,7553.7,0.05920541799672158,0.04500000000000004,0.23249999999999993,0.03999999999999998,834,Medium Value,,,,831.5999999999999,0.13874999999999998,154.3266991814305
2024-06-02 00:24:04,Truck_8,-75.598,11.134,480,In Transit,24.9,77.8,Heavy,53,318,3,Mechanical Failure,69.5,181,1,0,2,6,6,June,1,High,High,2.6519337016574585,Low,0.405,0.2375,0.8600000000000001,0.5008333333333334,Medium,22,Night,299,0,12579.5,0.276002933310327,0.405,0.23750000000000004,0.8600000000000001,954,Medium Value,,,,3683.5,0.32125000000000004,74.94860970749735
2024-02-02 03:46:54,Truck_3,23.2931,106.0267,368,Delivered,28.0,53.4,Detour,42,182,5,,77.5,205,0,3,2,4,2,February,0,Very High,Medium-High,1.7951219512195122,Medium-Low,0.5249999999999999,0.4375,0.6399999999999999,0.5341666666666666,Medium,5,Night,163,0,15887.5,0.4186998533344837,0.5249999999999999,0.4375,0.6399999999999999,910,Medium Value,,,,3255.0,0.48124999999999996,108.04000464602187
2024-10-02 12:56:46,Truck_6,-11.3114,-139.811,373,In Transit,25.0,62.4,Clear,20,125,1,Mechanical Failure,91.2,160,0,12,2,2,10,October,0,Very High,Medium-High,2.33125,Low,0.3,0.7800000000000002,0.2,0.4266666666666667,Medium,40,Afternoon,213,0,14592.0,0.36281597791389875,0.30000000000000004,0.7800000000000002,0.2,125,Low Value,,,,1824.0,0.5400000000000001,140.99965311427576
2024-09-25 12:20:07,Truck_2,9.6491,47.3499,154,Delivered,22.0,53.3,Heavy,50,208,4,,85.0,231,1,12,25,2,9,September,0,Very High,Low,0.6666666666666666,Medium-Low,0.655,0.625,0.8,0.6933333333333334,High,39,Afternoon,-77,1,19635.0,0.5803554481925632,0.655,0.625,0.8,832,Medium Value,,,,4250.0,0.64,47.79798781491399
2024-02-24 08:11:09,Truck_3,10.9354,-27.3551,184,Delivered,19.2,55.3,Heavy,14,450,3,,86.7,247,1,8,24,5,2,February,1,Very High,Low,0.7449392712550608,Low,0.7350000000000001,0.6675,0.08,0.4941666666666667,Medium,8,Morning,-63,1,21414.9,0.657134846001208,0.7350000000000001,0.6675,0.08000000000000002,1350,Medium Value,,,,1213.8,0.70125,30.756729310452144
2024-10-28 10:00:20,Truck_9,84.9482,59.5314,204,Delivered,21.4,61.5,Clear,51,490,5,Mechanical Failure,68.0,288,0,10,28,0,10,October,0,High,Medium-Low,0.7083333333333334,Medium-Low,0.94,0.2000000000000001,0.8200000000000001,0.6533333333333334,Medium,44,Morning,-84,1,19584.0,0.5781554654473299,0.94,0.20000000000000018,0.8200000000000001,2450,Very High Value,,,,3468.0,0.5700000000000001,104.37503639557346
2024-05-31 23:20:31,Truck_2,49.7212,179.2025,227,Delivered,26.1,65.7,Detour,47,247,8,Traffic,77.8,135,0,23,31,4,5,May,0,Very High,Medium-Low,1.6814814814814816,Medium-High,0.175,0.445,0.74,0.4533333333333333,Medium,22,Late_Evening,92,0,10503.0,0.18642912604607026,0.17500000000000004,0.44500000000000006,0.74,1976,High Value,,,,3656.6,0.31000000000000005,185.53579870147243
2024-01-22 00:34:19,Truck_5,-28.8968,-117.9471,405,In Transit,28.0,67.7,Clear,48,348,3,Mechanical Failure,78.3,213,0,0,22,0,1,January,0,Very High,High,1.9014084507042253,Low,0.565,0.4575,0.76,0.5941666666666666,Medium,4,Night,192,0,16677.899999999998,0.45279527219394355,0.565,0.4575,0.76,1044,Medium Value,,,,3758.3999999999996,0.51125,121.93418013145694
2024-12-19 11:06:09,Truck_7,-55.5154,-163.6943,392,Delivered,27.4,69.0,Detour,31,347,9,Weather,98.0,133,0,11,19,3,12,December,0,Very High,Medium-High,2.9473684210526314,High,0.165,0.9500000000000002,0.42,0.5116666666666667,Medium,51,Morning,259,0,13034.0,0.29560866189284796,0.16500000000000004,0.9500000000000002,0.42,3123,Very High Value,,,,3038.0,0.5575000000000001,173.2147860040881
2024-01-05 22:46:26,Truck_3,16.7636,29.2783,429,In Transit,27.7,75.0,Heavy,12,446,4,,65.7,203,1,22,5,4,1,January,0,High,High,2.1133004926108376,Medium-Low,0.5150000000000001,0.1425,0.0399999999999999,0.2325,Low,1,Late_Evening,226,0,13337.1,0.30868346130618585,0.5150000000000001,0.14250000000000007,0.03999999999999998,1784,High Value,,,,788.4000000000001,0.3287500000000001,33.724961046568254
2024-06-26 08:09:13,Truck_7,-76.307,5.0298,488,Delivered,25.2,63.9,Heavy,19,219,4,Weather,100.0,184,1,8,26,2,6,June,0,Very High,High,2.652173913043478,Medium-Low,0.42,1.0,0.18,0.5333333333333333,Medium,26,Morning,304,0,18400.0,0.5270813562246571,0.42000000000000004,1.0,0.18,876,Medium Value,,,,1900.0,0.71,75.06409321780106
2024-07-31 02:07:09,Truck_6,-22.4693,149.9634,444,Delayed,29.8,67.5,Clear,41,125,5,Weather,63.3,152,1,2,31,2,7,July,0,High,High,2.9210526315789473,Medium-Low,0.26,0.0825,0.6200000000000001,0.3208333333333333,Low,31,Night,292,0,9621.6,0.14840824777844885,0.26,0.08250000000000002,0.6200000000000001,625,Low Value,,,,2595.2999999999997,0.17125,150.61297165070704
2024-11-27 04:21:18,Truck_1,71.8859,93.4464,420,Delayed,18.4,68.5,Heavy,50,340,10,Weather,76.8,212,1,4,27,2,11,November,0,Very High,High,1.9811320754716981,High,0.56,0.4199999999999999,0.8,0.5933333333333334,Medium,48,Night,208,0,16281.599999999999,0.43570011215598303,0.56,0.41999999999999993,0.8,3400,Very High Value,,,,3840.0,0.49,118.0739909680465
2024-06-06 04:02:08,Truck_1,-9.7179,-117.0145,391,In Transit,25.5,73.7,Detour,31,472,10,Weather,77.2,109,0,4,6,3,6,June,0,Very High,Medium-High,3.5871559633027523,High,0.045,0.4300000000000001,0.42,0.2983333333333334,Low,23,Night,282,0,8414.800000000001,0.09635061685790708,0.04500000000000004,0.43000000000000016,0.42,4720,Very High Value,,,,2393.2000000000003,0.2375000000000001,118.14753709944438
2024-05-16 20:34:06,Truck_9,-12.2288,-74.7801,212,Delivered,20.6,50.5,Clear,41,498,5,Mechanical Failure,94.1,162,0,20,16,3,5,May,0,Very High,Medium-Low,1.308641975308642,Medium-Low,0.31,0.8525,0.6200000000000001,0.5941666666666667,Medium,20,Late_Evening,50,0,15244.199999999999,0.390949874902942,0.31000000000000005,0.8525,0.6200000000000001,2490,Very High Value,,,,3858.1,0.58125,76.39425376500242
2024-07-14 21:14:08,Truck_4,5.4618,-179.8202,157,Delivered,20.9,77.1,Clear,26,499,4,Traffic,91.4,214,0,21,14,6,7,July,1,Very High,Low,0.7336448598130841,Medium-Low,0.5700000000000001,0.7850000000000001,0.32,0.5583333333333335,Medium,28,Late_Evening,-57,1,19559.600000000002,0.5771029246829438,0.5700000000000001,0.7850000000000001,0.32,1996,High Value,,,,2376.4,0.6775000000000001,180.7860055390419
2024-11-22 11:31:54,Truck_8,-54.8317,66.4706,399,Delivered,26.3,79.4,Detour,25,476,4,Mechanical Failure,95.6,256,0,11,22,4,11,November,0,Very High,Medium-High,1.55859375,Medium-Low,0.78,0.8900000000000001,0.3,0.6566666666666667,Medium,47,Morning,143,0,24473.6,0.7890777327236649,0.78,0.8900000000000001,0.3,1904,High Value,,,,2390.0,0.8350000000000001,84.65799329027382
2024-11-01 21:31:14,Truck_2,-80.0522,-102.2508,103,Delivered,27.9,53.1,Detour,52,386,1,,97.7,141,0,21,1,4,11,November,0,Very High,Low,0.7304964539007093,Low,0.2049999999999999,0.9425000000000004,0.8400000000000001,0.6625000000000002,High,44,Late_Evening,-38,1,13775.7,0.32760331291519285,0.20499999999999996,0.9425000000000003,0.8400000000000001,386,Low Value,,,,5080.400000000001,0.5737500000000002,129.69021689349725
2024-10-27 15:39:37,Truck_9,-13.0527,-122.0924,333,Delayed,22.1,65.0,Detour,22,243,5,Mechanical Failure,83.2,176,1,15,27,6,10,October,1,Very High,Medium-High,1.8920454545454546,Medium-Low,0.38,0.5800000000000001,0.24,0.4000000000000001,Medium,43,Afternoon,157,0,14643.2,0.36502458804244675,0.38,0.5800000000000001,0.24,1215,Medium Value,,,,1830.4,0.48000000000000004,123.48427622441751
2024-02-14 12:20:37,Truck_6,6.3666,136.0794,234,Delivered,27.3,70.1,Detour,45,416,8,,86.9,165,0,12,14,2,2,February,0,Very High,Medium-Low,1.4181818181818182,Medium-High,0.325,0.6725000000000003,0.7,0.5658333333333334,Medium,7,Afternoon,69,0,14338.500000000002,0.35188076956259173,0.32500000000000007,0.6725000000000003,0.7,3328,Very High Value,,,,3910.5000000000005,0.4987500000000002,135.4628927403758
2024-05-02 11:14:44,Truck_9,83.1243,48.4325,146,Delayed,29.0,55.5,Detour,52,414,10,Mechanical Failure,82.3,228,1,11,2,3,5,May,0,Very High,Low,0.6403508771929824,High,0.6400000000000001,0.5575000000000001,0.8400000000000001,0.6791666666666668,High,18,Morning,-82,1,18764.399999999998,0.5428004486239323,0.6400000000000001,0.5575000000000001,0.8400000000000001,4140,Very High Value,,,,4279.599999999999,0.5987500000000001,96.9687555782966
2024-09-02 05:03:25,Truck_7,51.1898,25.5964,109,Delayed,20.7,60.9,Heavy,39,147,9,Traffic,75.0,116,1,5,2,0,9,September,0,High,Low,0.9396551724137931,High,0.0799999999999999,0.375,0.5800000000000001,0.345,Medium,36,Night,-7,1,8700.0,0.10865326546458459,0.07999999999999996,0.375,0.5800000000000001,1323,Medium Value,,,,2925.0,0.22749999999999998,58.09059028073829
2024-12-08 04:35:38,Truck_8,-76.3987,-68.1922,357,Delayed,24.6,73.5,Clear,48,266,10,Traffic,74.4,226,1,4,8,6,12,December,1,High,Medium-High,1.579646017699115,High,0.6300000000000001,0.3600000000000003,0.76,0.5833333333333335,Medium,49,Night,131,0,16814.4,0.458683461306186,0.6300000000000001,0.3600000000000003,0.76,2660,Very High Value,,,,3571.2000000000003,0.4950000000000002,101.95994215489476
2024-01-23 05:35:54,Truck_9,70.5541,-150.1626,356,Delivered,19.5,63.1,Clear,16,118,3,,77.8,230,0,5,23,1,1,January,0,Very High,Medium-High,1.5478260869565217,Low,0.6500000000000001,0.445,0.12,0.4050000000000001,Medium,4,Night,126,0,17894.0,0.5052540764386162,0.6500000000000001,0.44500000000000006,0.12,354,Low Value,,,,1244.8,0.5475000000000001,167.24994787811795
2024-01-25 11:27:54,Truck_2,-38.2185,104.1667,349,Delivered,19.4,62.7,Detour,19,296,3,,72.3,177,0,11,25,3,1,January,0,High,Medium-High,1.9717514124293785,Low,0.385,0.3075000000000001,0.18,0.2908333333333333,Low,4,Morning,172,0,12797.1,0.28538952635665604,0.385,0.3075000000000001,0.18,888,Medium Value,,,,1373.7,0.34625000000000006,109.70669529482741
2024-11-08 13:31:56,Truck_1,39.1411,138.1786,159,Delivered,27.1,77.5,Heavy,33,429,9,,77.9,200,1,13,8,4,11,November,0,Very High,Low,0.795,High,0.5,0.4475000000000002,0.46,0.4691666666666667,Medium,45,Afternoon,-41,1,15580.000000000002,0.4054352514882238,0.5,0.44750000000000023,0.46,3861,Very High Value,,,,2570.7000000000003,0.4737500000000001,143.18885522475622
2024-05-30 01:04:50,Truck_4,-68.8006,159.004,148,Delivered,25.0,60.7,Clear,43,196,4,Mechanical Failure,64.6,240,0,1,30,3,5,May,0,High,Low,0.6166666666666667,Medium-Low,0.7,0.1149999999999999,0.6599999999999999,0.4916666666666666,Medium,22,Night,-92,1,15503.999999999998,0.4021568458286602,0.7,0.11499999999999999,0.6599999999999999,784,Medium Value,,,,2777.7999999999997,0.4075,171.9447773520302
2024-05-30 11:30:34,Truck_3,51.1598,-170.9311,354,Delivered,26.9,65.5,Heavy,14,245,4,,73.4,151,1,11,30,3,5,May,0,High,Medium-High,2.3443708609271523,Medium-Low,0.255,0.3350000000000002,0.08,0.2233333333333333,Low,22,Morning,203,0,11083.400000000001,0.21146579242515756,0.255,0.3350000000000002,0.08000000000000002,980,Medium Value,,,,1027.6000000000001,0.2950000000000001,179.6180283135524
2024-03-02 23:49:21,Truck_8,-29.5867,41.0612,214,Delivered,21.5,69.1,Heavy,49,417,10,Traffic,76.7,249,1,23,2,5,3,March,1,Very High,Medium-Low,0.8594377510040161,High,0.7450000000000001,0.4175000000000002,0.78,0.6475000000000001,Medium,9,Late_Evening,-35,1,19098.3,0.557203865067725,0.7450000000000001,0.4175000000000002,0.78,4170,Very High Value,,,,3758.3,0.5812500000000002,49.13983818684557
2024-08-29 11:52:35,Truck_8,-51.3412,-112.1636,307,Delayed,21.0,52.8,Clear,21,475,4,,82.8,107,1,11,29,3,8,August,0,Very High,Medium-High,2.869158878504673,Medium-Low,0.035,0.5699999999999998,0.2199999999999999,0.2749999999999999,Low,35,Morning,200,0,8859.6,0.1155379173496679,0.03500000000000003,0.5699999999999998,0.21999999999999997,1900,High Value,,,,1738.8,0.30249999999999994,123.56074517722611
2024-05-26 01:53:03,Truck_1,-49.5057,174.3533,385,In Transit,24.3,59.4,Clear,37,239,3,,88.3,148,0,1,26,6,5,May,1,Very High,Medium-High,2.6013513513513513,Low,0.24,0.7075,0.54,0.4958333333333333,Medium,21,Night,237,0,13068.4,0.2970925718229661,0.24,0.7075,0.54,717,Medium Value,,,,3267.1,0.47375,180.0718992727993
2024-07-24 01:20:43,Truck_8,0.7577,120.0181,490,Delayed,24.0,56.1,Heavy,29,463,6,Mechanical Failure,81.1,134,1,1,24,2,7,July,0,Very High,High,3.656716417910448,Medium-Low,0.17,0.5274999999999999,0.3799999999999999,0.3591666666666666,Medium,30,Night,356,0,10867.4,0.20214821844534553,0.17000000000000004,0.5274999999999999,0.37999999999999995,2778,Very High Value,,,,2351.8999999999996,0.34874999999999995,119.19986571635653
2024-12-24 10:20:56,Truck_4,-2.2911,64.2731,133,Delayed,19.4,76.0,Detour,36,182,3,,70.5,249,1,10,24,1,12,December,0,High,Low,0.5341365461847389,Low,0.7450000000000001,0.2625000000000002,0.52,0.5091666666666668,Medium,52,Morning,-116,1,17554.5,0.49060909326201363,0.7450000000000001,0.2625000000000002,0.52,546,Low Value,,,,2538.0,0.5037500000000001,63.44288261058656
2024-02-11 14:40:04,Truck_2,78.4324,125.0181,472,Delivered,24.9,63.2,Detour,36,485,9,,78.9,271,0,14,11,6,2,February,1,Very High,High,1.7416974169741697,High,0.855,0.4725000000000001,0.52,0.6158333333333333,Medium,6,Afternoon,201,0,21381.9,0.6557113277542922,0.855,0.47250000000000014,0.52,4365,Very High Value,,,,2840.4,0.6637500000000001,147.6068268327108
2024-04-24 00:54:49,Truck_7,-2.8329,-29.9102,338,In Transit,28.9,55.5,Detour,39,181,2,Mechanical Failure,88.6,143,0,0,24,2,4,April,0,Very High,Medium-High,2.3636363636363638,Low,0.2149999999999999,0.7149999999999999,0.5800000000000001,0.5033333333333333,Medium,17,Night,195,0,12669.8,0.2798981968768872,0.21499999999999997,0.7149999999999999,0.5800000000000001,362,Low Value,,,,3455.3999999999996,0.4649999999999999,30.782502766280164
2024-01-08 10:20:44,Truck_2,70.0103,-164.1914,172,Delivered,25.5,55.7,Detour,25,259,1,Traffic,65.2,255,0,10,8,0,1,January,0,High,Low,0.6745098039215687,Low,0.7750000000000001,0.1300000000000001,0.3,0.4016666666666668,Medium,2,Morning,-83,1,16626.0,0.4505564662237944,0.7750000000000001,0.13000000000000012,0.3,259,Low Value,,,,1630.0,0.4525000000000001,179.80022771458897
2024-10-25 03:01:44,Truck_2,11.4885,-172.569,187,Delayed,24.8,52.0,Detour,31,231,5,Weather,91.6,234,1,3,25,4,10,October,0,Very High,Low,0.7991452991452992,Medium-Low,0.6699999999999999,0.79,0.42,0.6266666666666666,Medium,43,Night,-47,1,21434.399999999998,0.6579760158743853,0.6699999999999999,0.79,0.42,1155,Medium Value,,,,2839.6,0.73,173.8814082267278
2024-12-12 15:03:51,Truck_8,74.5261,123.6828,439,In Transit,23.5,55.1,Detour,47,454,3,Weather,75.5,196,0,15,12,3,12,December,0,Very High,High,2.239795918367347,Low,0.48,0.3875000000000002,0.74,0.5358333333333334,Medium,50,Afternoon,243,0,14798.0,0.3717021827279786,0.48,0.3875000000000002,0.74,1362,Medium Value,,,,3548.5,0.4337500000000001,144.39457327284654
2024-11-30 09:16:40,Truck_7,-12.9509,132.4986,159,In Transit,18.1,76.0,Detour,18,202,2,Weather,94.4,197,0,9,30,5,11,November,1,Very High,Low,0.8071065989847716,Low,0.485,0.8600000000000003,0.1599999999999999,0.5016666666666667,Medium,48,Morning,-38,1,18596.800000000003,0.5355707014062636,0.485,0.8600000000000003,0.15999999999999998,404,Low Value,,,,1699.2,0.6725000000000001,132.17076399204856
2024-05-13 09:05:25,Truck_7,81.79,-52.7516,362,Delivered,18.3,57.6,Heavy,58,437,8,Mechanical Failure,66.8,123,1,9,13,0,5,May,0,High,Medium-High,2.9430894308943087,Medium-High,0.1149999999999999,0.1699999999999999,0.96,0.415,Medium,20,Morning,239,0,8216.4,0.08779225260978346,0.11499999999999999,0.16999999999999993,0.96,3496,Very High Value,,,,3874.3999999999996,0.14249999999999996,98.92260201953873
2024-12-16 06:06:57,Truck_4,47.7175,72.531,163,Delivered,24.6,53.2,Detour,34,473,9,Traffic,72.4,263,0,6,16,0,12,December,0,High,Low,0.6197718631178707,High,0.815,0.3100000000000003,0.48,0.535,Medium,51,Morning,-100,1,19041.2,0.5547407471313951,0.815,0.3100000000000003,0.48000000000000004,4257,Very High Value,,,,2461.6000000000004,0.5625000000000001,86.88286781489643
2024-02-14 07:54:59,Truck_7,-21.5329,-145.2581,258,Delayed,19.9,51.9,Heavy,54,237,10,,92.7,271,1,7,14,2,2,February,0,Very High,Medium-Low,0.9520295202952029,High,0.855,0.8175000000000003,0.8800000000000001,0.8508333333333334,High,7,Morning,-13,1,25121.7,0.8170347683547581,0.855,0.8175000000000003,0.8800000000000001,2370,High Value,,,,5005.8,0.8362500000000002,147.48130285060094
2024-06-25 12:15:28,Truck_9,-4.5863,71.7337,319,Delayed,18.0,63.6,Detour,23,473,7,Weather,83.0,187,1,12,25,1,6,June,0,Very High,Medium-High,1.7058823529411764,Medium-High,0.435,0.5750000000000002,0.26,0.4233333333333334,Medium,26,Afternoon,132,0,15521.0,0.4028901734104047,0.43500000000000005,0.5750000000000002,0.26,3311,Very High Value,,,,1909.0,0.5050000000000001,70.97001867960122
2024-08-14 03:59:00,Truck_9,-26.6775,-77.2847,247,Delivered,28.9,60.7,Clear,56,115,10,Mechanical Failure,61.6,270,0,3,14,2,8,August,0,High,Medium-Low,0.9148148148148149,High,0.8500000000000001,0.04,0.9200000000000002,0.6033333333333334,Medium,33,Night,-23,1,16632.0,0.45081528772323354,0.8500000000000001,0.040000000000000036,0.9200000000000002,1150,Medium Value,,,,3449.6,0.44500000000000006,82.12173140315677
2024-04-08 19:43:53,Truck_8,-30.6957,29.255,134,In Transit,19.9,67.5,Detour,42,421,5,Mechanical Failure,77.6,183,0,19,8,0,4,April,0,Very High,Low,0.73224043715847,Medium-Low,0.415,0.4399999999999999,0.6399999999999999,0.4983333333333333,Medium,15,Evening,-49,1,14200.8,0.34594081615046157,0.41500000000000004,0.43999999999999995,0.6399999999999999,2105,High Value,,,,3259.2,0.4275,40.84308761894631
2024-11-07 14:21:51,Truck_4,64.5212,-83.2639,175,In Transit,20.9,58.7,Detour,35,274,9,Mechanical Failure,61.1,240,0,14,7,3,11,November,0,High,Low,0.7291666666666666,High,0.7,0.0275,0.5,0.4091666666666667,Medium,45,Afternoon,-65,1,14664.0,0.3659218359071694,0.7,0.02750000000000008,0.5,2466,Very High Value,,,,2138.5,0.36375,106.83311434441676
2024-01-12 17:01:33,Truck_9,68.181,-84.9051,179,Delayed,24.2,50.2,Clear,31,485,10,,75.8,255,1,17,12,4,1,January,0,Very High,Low,0.7019607843137254,High,0.7750000000000001,0.395,0.42,0.53,Medium,2,Evening,-76,1,19329.0,0.567155551721163,0.7750000000000001,0.395,0.42,4850,Very High Value,,,,2349.7999999999997,0.5850000000000001,110.39782451657074
2024-05-30 08:29:11,Truck_10,-81.2116,13.9727,105,Delayed,27.1,59.8,Clear,36,409,7,Traffic,75.7,290,1,8,30,3,5,May,0,Very High,Low,0.3620689655172414,Medium-High,0.95,0.3925,0.52,0.6208333333333333,Medium,22,Morning,-185,1,21953.0,0.6803468208092486,0.95,0.39250000000000007,0.52,2863,Very High Value,,,,2725.2000000000003,0.67125,80.92470922946332
2024-05-16 07:34:11,Truck_2,-21.308,-14.9017,277,In Transit,23.5,63.9,Heavy,11,292,8,Weather,67.5,234,1,7,16,3,5,May,0,High,Medium-Low,1.1837606837606838,Medium-High,0.6699999999999999,0.1875,0.0199999999999999,0.2925,Low,20,Morning,43,0,15795.0,0.4147096885514624,0.6699999999999999,0.1875,0.01999999999999999,2336,High Value,,,,742.5,0.42874999999999996,25.409195708959896
2024-12-08 12:26:38,Truck_5,77.2059,-132.0473,427,Delayed,26.7,63.8,Detour,54,453,6,Weather,86.7,101,1,12,8,6,12,December,1,Very High,High,4.227722772277228,Medium-Low,0.005,0.6675,0.8800000000000001,0.5175000000000001,Medium,49,Afternoon,326,0,8756.7,0.11109912863428528,0.0050000000000000044,0.6675,0.8800000000000001,2718,Very High Value,,,,4681.8,0.33625,154.372489050997
2024-03-28 08:34:01,Truck_3,21.4872,-123.6879,348,Delayed,22.7,63.3,Detour,23,134,4,Mechanical Failure,99.6,251,1,8,28,3,3,March,0,Very High,Medium-High,1.3864541832669324,Medium-Low,0.7550000000000001,0.9900000000000002,0.26,0.6683333333333334,High,13,Morning,97,0,24999.6,0.8117677508411698,0.7550000000000001,0.9900000000000002,0.26,536,Low Value,,,,2290.7999999999997,0.8725000000000002,126.60356107826361
2024-04-16 21:31:53,Truck_3,47.7603,-137.0932,300,Delayed,23.1,78.1,Detour,53,146,4,Weather,73.3,280,1,21,16,1,4,April,0,High,Medium-High,1.0714285714285714,Medium-Low,0.9000000000000001,0.3325,0.8600000000000001,0.6975000000000001,High,16,Late_Evening,20,0,20524.0,0.6187041670261411,0.9000000000000001,0.3325,0.8600000000000001,584,Low Value,,,,3884.8999999999996,0.6162500000000001,146.41573184188266
2024-11-20 14:44:30,Truck_1,-4.7971,56.411,457,Delivered,27.2,69.1,Heavy,55,319,2,Traffic,67.7,132,1,14,20,2,11,November,0,High,High,3.462121212121212,Low,0.16,0.1925000000000001,0.9000000000000001,0.4175000000000001,Medium,47,Afternoon,325,0,8936.4,0.11885083254248985,0.16000000000000003,0.19250000000000012,0.9000000000000001,638,Low Value,,,,3723.5,0.17625000000000007,55.68013165154018
2024-06-20 08:17:55,Truck_1,-11.1333,-40.0454,316,Delayed,26.8,53.5,Clear,35,402,10,Mechanical Failure,93.6,206,1,8,20,3,6,June,0,Very High,Medium-High,1.5339805825242718,High,0.53,0.8399999999999999,0.5,0.6233333333333333,Medium,25,Morning,110,0,19281.6,0.5651108618755931,0.53,0.8399999999999999,0.5,4020,Very High Value,,,,3276.0,0.6849999999999999,42.034393191106325
2024-08-11 15:40:34,Truck_9,15.5083,115.4388,207,In Transit,19.2,59.7,Detour,56,484,7,Traffic,72.6,285,0,15,11,6,8,August,1,High,Medium-Low,0.7263157894736842,Medium-High,0.925,0.3149999999999999,0.9200000000000002,0.7200000000000001,High,32,Afternoon,-78,1,20691.0,0.625908032093866,0.925,0.31499999999999995,0.9200000000000002,3388,Very High Value,,,,4065.5999999999995,0.62,115.8365401075761
2024-10-30 12:44:31,Truck_10,-70.6858,54.4683,333,Delivered,27.5,55.8,Heavy,36,141,2,Traffic,67.0,264,1,12,30,2,10,October,0,High,Medium-High,1.2613636363636365,Low,0.8200000000000001,0.175,0.52,0.505,Medium,44,Afternoon,69,0,17688.0,0.4963678716245363,0.8200000000000001,0.17500000000000004,0.52,282,Low Value,,,,2412.0,0.49750000000000005,87.6491004007552
2024-03-22 11:00:20,Truck_10,-18.4278,101.4997,327,Delayed,22.6,57.4,Detour,38,432,4,Traffic,68.4,171,1,11,22,4,3,March,0,High,Medium-High,1.912280701754386,Medium-Low,0.355,0.2100000000000002,0.56,0.375,Medium,12,Morning,156,0,11696.400000000001,0.2379087222845312,0.355,0.2100000000000002,0.56,1728,High Value,,,,2599.2000000000003,0.2825000000000001,102.09934359422859
