Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Hour,Day,Day_of_Week,Month,Month_Name,Is_Weekend,Utilization_Band,Inventory_Band,Inventory_Coverage,Purchase_Frequency_Band,Demand_Normalized,Utilization_Normalized,Waiting_Normalized,Operational_Stress_Score,Operational_Stress_Level,Week_of_Year,Time_Period,Inventory_Demand_Gap,Stock_Risk,Fleet_Load_Index,Fleet_Load_Index_Normalized,Demand_Score,Utilization_Score,Waiting_Score,Customer_Value_Index,Customer_Value_Segment,Traffic_Level,Traffic_Utilization_Interaction,Demand_Traffic_Interaction,Utilization_Waiting_Interaction,Pre_Dispatch_Stress_Score,Distance_From_Center,Actual_Delay,Delay_Probability,Predicted_Delay,Risk_Level
2024-05-18 14:34:50,Truck_3,62.9549,134.6387,177,In Transit,24.7,70.6,Heavy,58,301,1,Mechanical Failure,82.7,254,14,18,5,5,May,1,Very High,Low,0.6968503937007874,Low,0.77,0.5675000000000003,0.96,0.7658333333333335,High,20,Afternoon,-77,1,21005.8,0.6394875334311104,0.77,0.5675000000000003,0.96,301,Low Value,,,,4796.6,0.6687500000000002,148.45639127442166,1,0.8940350747344765,1,Critical Risk
2024-09-23 14:50:23,Truck_10,-7.7974,-150.3367,427,In Transit,23.9,56.2,Heavy,31,443,3,,89.0,148,14,23,0,9,September,0,Very High,High,2.885135135135135,Low,0.24,0.7250000000000001,0.42,0.4616666666666666,Medium,39,Afternoon,279,0,13172.0,0.3015615563799499,0.24,0.7250000000000001,0.42,1329,Medium Value,,,,2759.0,0.4825,151.31074410973713,1,0.8817599502034192,1,Critical Risk
2024-04-12 19:29:51,Truck_10,-51.6025,114.3963,428,In Transit,28.6,77.7,Heavy,14,175,9,Traffic,96.2,115,19,12,4,4,April,0,Very High,High,3.7217391304347824,High,0.075,0.9050000000000002,0.08,0.3533333333333334,Medium,15,Evening,313,0,11063.0,0.2105857993270641,0.075,0.9050000000000002,0.08,1575,High Value,,,,1346.8,0.4900000000000001,124.1773047369785,1,0.8810765527226065,1,Critical Risk
2024-11-03 00:16:47,Truck_2,18.1994,40.5771,193,In Transit,25.7,64.0,Heavy,33,335,8,Mechanical Failure,90.0,240,0,3,6,11,November,1,Very High,Low,0.8041666666666667,Medium-High,0.7,0.75,0.46,0.6366666666666666,Medium,44,Night,-47,1,21600.0,0.6651194892589078,0.7,0.75,0.46,2680,Very High Value,,,,2970.0,0.725,44.29272414516933,1,0.879182043709697,1,Critical Risk
2024-04-29 10:31:08,Truck_2,33.0027,-70.5854,407,In Transit,29.6,64.3,Heavy,10,102,6,,98.5,133,10,29,0,4,April,0,Very High,High,3.0601503759398496,Medium-Low,0.165,0.9625000000000004,0.0,0.3758333333333334,Medium,18,Morning,274,0,13100.5,0.298477266844966,0.165,0.9625000000000004,0.0,612,Low Value,,,,985.0,0.5637500000000002,79.25886525899628,1,0.8777714169079138,1,Critical Risk
2024-10-16 22:49:20,Truck_7,35.674,177.2099,248,Delivered,23.0,72.3,Heavy,35,256,3,Traffic,99.2,296,22,16,2,10,October,0,Very High,Medium-Low,0.8378378378378378,Low,0.98,0.9800000000000004,0.5,0.8200000000000002,High,42,Late_Evening,-48,1,29363.2,1.0000000000000002,0.98,0.9800000000000004,0.5,768,Medium Value,,,,3472.0,0.9800000000000002,180.21905176714293,1,0.8765174767759646,1,Critical Risk
2024-12-19 21:18:37,Truck_8,56.5445,31.2501,404,Delivered,24.7,74.2,Heavy,23,459,1,Traffic,71.7,127,21,19,3,12,December,0,High,High,3.1811023622047245,Low,0.135,0.2925000000000002,0.26,0.2291666666666667,Low,51,Late_Evening,277,0,9105.9,0.1261625399016478,0.135,0.2925000000000002,0.26,459,Low Value,,,,1649.1,0.2137500000000001,65.40562301043532,1,0.8500385506884162,1,Critical Risk
2024-12-09 09:35:15,Truck_3,20.9244,-59.3367,202,Delayed,26.5,77.8,Clear,31,298,8,,60.6,102,9,9,0,12,December,0,High,Medium-Low,1.9803921568627447,Medium-High,0.01,0.0150000000000001,0.42,0.1483333333333333,Low,50,Morning,100,0,6181.2,0.0,0.01,0.0150000000000001,0.42,2384,High Value,,,,1878.6,0.0125,64.16758268097456,1,0.7776882978928874,1,Critical Risk
2024-02-15 12:50:05,Truck_6,21.6362,35.7292,224,Delayed,28.3,69.0,Clear,20,445,6,,60.1,259,12,15,3,2,February,0,High,Medium-Low,0.8648648648648649,Medium-Low,0.7949999999999999,0.0025000000000001,0.2,0.3325,Medium,7,Afternoon,-35,1,15565.9,0.4048270209645415,0.7949999999999999,0.0025000000000001,0.2,2670,Very High Value,,,,1202.0,0.39875,41.78865494042667,1,0.7089583437697976,1,Critical Risk
2024-12-28 10:46:03,Truck_10,-6.9237,20.9631,366,Delayed,18.7,59.1,Detour,39,466,6,Traffic,82.7,109,10,28,5,12,December,1,Very High,Medium-High,3.3577981651376145,Medium-Low,0.045,0.5675000000000003,0.5800000000000001,0.3975000000000001,Medium,52,Morning,257,0,9014.3,0.1222111983435425,0.045,0.5675000000000003,0.5800000000000001,2796,Very High Value,,,,3225.3,0.3062500000000002,20.88089222665416,1,0.6968128747442587,1,High Risk
2024-08-24 01:36:22,Truck_8,-69.5639,-74.6473,236,Delayed,18.2,50.5,Clear,20,260,2,Weather,61.1,278,1,24,5,8,August,1,High,Medium-Low,0.8489208633093526,Low,0.8900000000000001,0.0275,0.2,0.3725,Medium,34,Night,-42,1,16985.8,0.4660771288068329,0.8900000000000001,0.0275,0.2,520,Low Value,,,,1222.0,0.4587500000000001,101.73321125725477,1,0.6964759071109843,1,High Risk
2024-11-23 08:35:37,Truck_4,-9.8535,-164.784,147,Delayed,27.5,51.6,Clear,15,496,4,Traffic,68.4,238,8,23,5,11,November,1,High,Low,0.6176470588235294,Medium-Low,0.69,0.2100000000000002,0.0999999999999999,0.3333333333333333,Medium,47,Morning,-91,1,16279.2,0.4355965835562074,0.69,0.2100000000000002,0.0999999999999999,1984,High Value,,,,1026.0,0.45,165.83868610188205,1,0.6891291240894686,1,High Risk
2024-06-30 04:50:57,Truck_1,-39.701,158.9084,379,Delayed,23.8,78.8,Detour,22,361,5,Weather,89.3,112,4,30,6,6,June,1,Very High,Medium-High,3.383928571428572,Medium-Low,0.06,0.7324999999999999,0.24,0.3441666666666667,Medium,26,Night,267,0,10001.6,0.1648002760762661,0.06,0.7324999999999999,0.24,1805,High Value,,,,1964.6,0.39625,162.65477926834748,1,0.6828690957089416,1,High Risk
2024-06-08 09:09:10,Truck_4,72.3311,-105.9002,312,Delayed,19.1,52.0,Detour,50,263,2,,87.6,123,9,8,5,6,June,1,Very High,Medium-High,2.5365853658536586,Low,0.1149999999999999,0.69,0.8,0.535,Medium,23,Morning,189,0,10774.8,0.1981537399706668,0.1149999999999999,0.69,0.8,526,Low Value,,,,4380.0,0.4024999999999999,129.70440304612194,1,0.6796802561429031,1,High Risk
2024-12-01 12:38:57,Truck_4,73.9154,-123.8449,122,Delayed,28.3,80.0,Detour,43,444,10,Mechanical Failure,91.6,141,12,1,6,12,December,1,Very High,Low,0.8652482269503546,High,0.2049999999999999,0.79,0.6599999999999999,0.5516666666666666,Medium,48,Afternoon,-19,1,12915.6,0.2905012509705805,0.2049999999999999,0.79,0.6599999999999999,4440,Very High Value,,,,3938.8,0.4975,145.64335950421793,1,0.6788485772678002,1,High Risk
2024-06-26 09:25:46,Truck_7,-85.0916,68.3039,142,Delayed,28.4,67.3,Detour,30,181,6,Weather,84.3,104,9,26,2,6,June,0,Very High,Low,1.3653846153846154,Medium-Low,0.02,0.6074999999999999,0.3999999999999999,0.3424999999999999,Medium,26,Morning,38,0,8767.199999999999,0.1115520662583038,0.02,0.6074999999999999,0.3999999999999999,1086,Medium Value,,,,2529.0,0.31375,107.53018798842407,1,0.67820786211732,1,High Risk
2024-05-25 08:35:36,Truck_8,23.9115,179.0046,194,Delayed,24.9,57.9,Detour,10,220,3,,77.3,172,8,25,5,5,May,1,Very High,Low,1.127906976744186,Low,0.36,0.4325000000000001,0.0,0.2641666666666667,Low,21,Morning,22,0,13295.6,0.3068932792683979,0.36,0.4325000000000001,0.0,660,Low Value,,,,773.0,0.39625,179.95090902107574,1,0.6768028943791368,1,High Risk
2024-03-09 19:11:05,Truck_10,-44.764,-118.3579,484,Delayed,22.8,53.7,Clear,18,176,4,Weather,73.7,131,19,9,5,3,March,1,High,High,3.694656488549618,Medium-Low,0.155,0.3425000000000002,0.1599999999999999,0.2191666666666667,Low,10,Evening,353,0,9654.7,0.1498360797170219,0.155,0.3425000000000002,0.1599999999999999,704,Low Value,,,,1326.6,0.2487500000000001,126.85162600795223,1,0.6729218683900314,1,High Risk
2024-03-30 12:05:51,Truck_10,-31.4314,-110.7069,384,Delayed,18.5,79.0,Detour,21,185,8,Weather,68.1,143,12,30,5,3,March,1,High,Medium-High,2.685314685314685,Medium-High,0.2149999999999999,0.2024999999999999,0.2199999999999999,0.2124999999999999,Low,13,Afternoon,241,0,9738.3,0.1534423259425416,0.2149999999999999,0.2024999999999999,0.2199999999999999,1480,High Value,,,,1430.1,0.2087499999999999,115.52634359725538,1,0.6698597610929609,1,High Risk
2024-07-03 12:21:01,Truck_1,-28.6942,-75.4244,402,Delayed,20.3,56.6,Detour,52,149,4,Weather,82.6,158,12,3,2,7,July,0,Very High,High,2.5443037974683542,Medium-Low,0.29,0.565,0.8400000000000001,0.5650000000000001,Medium,27,Afternoon,244,0,13050.8,0.2963333620912777,0.29,0.565,0.8400000000000001,596,Low Value,,,,4295.2,0.4275,81.01211030260875,1,0.6674159869265558,1,High Risk
2024-01-08 14:39:40,Truck_7,87.018,-27.3053,201,Delayed,27.9,64.4,Clear,30,198,7,Weather,93.9,276,14,8,0,1,January,0,Very High,Low,0.7282608695652174,Medium-High,0.8800000000000001,0.8475000000000001,0.3999999999999999,0.7091666666666668,High,2,Afternoon,-75,1,25916.4,0.8513156759554827,0.8800000000000001,0.8475000000000001,0.3999999999999999,1386,High Value,,,,2817.0,0.8637500000000001,92.75062831713598,1,0.6661179668369254,1,High Risk
2024-08-07 08:25:04,Truck_10,14.8779,-139.1721,269,Delayed,19.0,73.6,Clear,50,307,3,Mechanical Failure,68.1,102,8,7,2,8,August,0,High,Medium-Low,2.6372549019607843,Low,0.01,0.2024999999999999,0.8,0.3374999999999999,Medium,32,Morning,167,0,6946.2,0.0329997411785005,0.01,0.2024999999999999,0.8,921,Medium Value,,,,3404.9999999999995,0.1062499999999999,140.94762920808577,1,0.6374534289782517,1,High Risk
2024-01-09 21:49:29,Truck_2,88.528,-0.3595,375,Delayed,19.2,72.9,Detour,58,119,7,,96.9,213,21,9,1,1,January,0,Very High,Medium-High,1.7605633802816902,Medium-High,0.565,0.9225000000000004,0.96,0.8158333333333334,High,2,Late_Evening,162,0,20639.7,0.6236951082736607,0.565,0.9225000000000004,0.96,833,Medium Value,,,,5620.200000000001,0.7437500000000001,89.89605620123871,1,0.616131932411295,1,High Risk
2024-09-23 17:43:36,Truck_6,-69.8671,-68.073,166,Delayed,20.4,70.2,Clear,19,391,5,,74.0,238,17,23,0,9,September,0,High,Low,0.6974789915966386,Medium-Low,0.69,0.3500000000000001,0.18,0.4066666666666667,Medium,39,Evening,-72,1,17612.0,0.4930894659649728,0.69,0.3500000000000001,0.18,1955,High Value,,,,1406.0,0.52,97.16895029948633,1,0.6137382113978528,1,High Risk
2024-04-27 03:04:28,Truck_10,-86.6606,29.6786,361,Delayed,29.7,62.2,Detour,35,131,9,,61.8,253,3,27,5,4,April,1,High,Medium-High,1.4268774703557312,High,0.7650000000000001,0.0449999999999999,0.5,0.4366666666666667,Medium,17,Night,108,0,15635.4,0.4078250366663791,0.7650000000000001,0.0449999999999999,0.5,1179,Medium Value,,,,2163.0,0.405,90.04449806929553,1,0.6029774293857622,1,High Risk
2024-03-25 12:22:10,Truck_5,41.9728,81.4274,441,Delayed,18.9,67.0,Detour,48,359,8,Mechanical Failure,76.0,300,12,25,0,3,March,0,Very High,High,1.47,Medium-High,1.0,0.4000000000000001,0.76,0.7200000000000001,High,13,Afternoon,141,0,22800.0,0.7168837891467519,1.0,0.4000000000000001,0.76,2872,Very High Value,,,,3648.0,0.7000000000000001,91.50160802687792,1,0.6028236969953956,1,High Risk
2024-10-19 23:58:05,Truck_8,60.0491,-175.5019,401,Delayed,27.1,67.2,Detour,51,487,3,Weather,86.3,238,23,19,5,10,October,1,Very High,High,1.684873949579832,Low,0.69,0.6575000000000002,0.8200000000000001,0.7225000000000001,High,42,Late_Evening,163,0,20539.4,0.6193684755413683,0.69,0.6575000000000002,0.8200000000000001,1461,High Value,,,,4401.3,0.6737500000000001,186.725771748146,1,0.5846036329494115,1,High Risk
2024-04-29 15:32:06,Truck_1,-79.2933,52.6196,412,Delayed,20.2,65.0,Clear,14,230,2,Mechanical Failure,72.9,249,15,29,0,4,April,0,High,High,1.6546184738955825,Low,0.7450000000000001,0.3225000000000002,0.08,0.3825000000000001,Medium,18,Afternoon,163,0,18152.1,0.5163877146061601,0.7450000000000001,0.3225000000000002,0.08,460,Low Value,,,,1020.6,0.5337500000000002,93.56825003213176,1,0.5734937795673782,1,High Risk
2024-08-30 12:04:18,Truck_10,56.1373,82.4192,258,Delayed,19.3,74.2,Detour,52,407,8,Weather,84.7,245,12,30,4,8,August,0,Very High,Medium-Low,1.053061224489796,Medium-High,0.7250000000000001,0.6175000000000002,0.8400000000000001,0.7275,High,35,Afternoon,13,0,20751.5,0.6285178155465447,0.7250000000000001,0.6175000000000002,0.8400000000000001,3256,Very High Value,,,,4404.400000000001,0.6712500000000001,99.8078029710191,1,0.5620922061589535,1,High Risk
2024-12-28 17:40:09,Truck_4,-40.9216,27.5281,371,Delayed,27.4,50.9,Clear,40,463,8,Weather,90.7,144,17,28,5,12,December,1,Very High,Medium-High,2.576388888888889,Medium-High,0.2199999999999999,0.7675000000000001,0.6000000000000001,0.5291666666666667,Medium,52,Evening,227,0,13060.8,0.2967647312570098,0.2199999999999999,0.7675000000000001,0.6000000000000001,3704,Very High Value,,,,3628.0,0.49375,47.723422724937336,1,0.5613568115061687,1,High Risk
2024-08-06 22:02:54,Truck_10,30.3691,-111.1134,377,Delivered,18.2,51.7,Detour,34,306,8,Traffic,87.9,139,22,6,1,8,August,0,Very High,Medium-High,2.712230215827338,Medium-High,0.195,0.6975000000000002,0.48,0.4575000000000001,Medium,32,Late_Evening,238,0,12218.1,0.2604132516607713,0.195,0.6975000000000002,0.48,2448,Very High Value,,,,2988.6000000000004,0.4462500000000001,116.3599788241619,0,0.5613278536941538,1,High Risk
2024-09-18 19:39:24,Truck_8,59.8356,-114.4198,157,Delayed,18.7,73.6,Clear,55,323,9,Mechanical Failure,81.3,141,19,18,2,9,September,0,Very High,Low,1.1134751773049645,High,0.2049999999999999,0.5325000000000002,0.9000000000000001,0.5458333333333334,Medium,38,Evening,16,0,11463.3,0.2278535070313174,0.2049999999999999,0.5325000000000002,0.9000000000000001,2907,Very High Value,,,,4471.5,0.3687500000000001,130.49541758679163,1,0.557460157336345,1,High Risk
2024-04-14 08:17:18,Truck_3,-49.2845,40.5814,241,Delayed,21.4,70.9,Clear,48,121,4,Weather,75.3,195,8,14,6,4,April,1,Very High,Medium-Low,1.235897435897436,Medium-Low,0.475,0.3825,0.76,0.5391666666666667,Medium,15,Morning,46,0,14683.5,0.3667630057803468,0.475,0.3825,0.76,484,Low Value,,,,3614.4,0.42875,62.2604390363676,1,0.5532342287734634,1,High Risk
2024-04-11 06:00:56,Truck_8,-9.7509,-86.2981,227,Delayed,28.3,62.8,Detour,30,400,4,Traffic,68.2,194,6,11,3,4,April,0,High,Medium-Low,1.1701030927835052,Medium-Low,0.47,0.205,0.3999999999999999,0.3583333333333333,Medium,15,Morning,33,0,13230.8,0.3040980070744544,0.47,0.205,0.3999999999999999,1600,High Value,,,,2046.0,0.3375,87.53821921109126,1,0.5434425258879825,1,High Risk
2024-10-17 15:23:46,Truck_3,-18.8295,76.8645,314,Delayed,23.8,63.7,Detour,41,117,8,,69.5,147,15,17,3,10,October,0,High,Medium-High,2.136054421768708,Medium-High,0.235,0.2375,0.6200000000000001,0.3641666666666667,Medium,42,Afternoon,167,0,10216.5,0.1740703994478474,0.235,0.2375,0.6200000000000001,936,Medium Value,,,,2849.5,0.23625,78.00867589999248,1,0.5375310864542019,1,High Risk
2024-09-02 16:36:48,Truck_6,79.6896,84.1175,407,Delivered,23.5,77.7,Detour,55,351,6,,68.4,168,16,2,0,9,September,0,High,High,2.4226190476190474,Medium-Low,0.3399999999999999,0.2100000000000002,0.9000000000000001,0.4833333333333334,Medium,36,Evening,239,0,11491.2,0.2290570270037098,0.3399999999999999,0.2100000000000002,0.9000000000000001,2106,High Value,,,,3762.000000000001,0.2750000000000001,116.2096648561297,0,0.5322471660226324,1,High Risk
2024-07-23 23:58:44,Truck_5,57.2271,59.2588,158,Delayed,25.9,51.3,Detour,46,308,7,,64.6,115,23,23,1,7,July,0,High,Low,1.373913043478261,Medium-High,0.075,0.1149999999999999,0.72,0.3033333333333333,Low,30,Late_Evening,43,0,7428.999999999999,0.053826244500043,0.075,0.1149999999999999,0.72,2156,High Value,,,,2971.6,0.095,82.7379002533896,1,0.5290695549239895,1,High Risk
2024-05-24 00:02:16,Truck_6,63.5554,151.4083,187,Delayed,18.9,60.3,Clear,34,223,1,Weather,85.3,197,0,24,4,5,May,0,Very High,Low,0.949238578680203,Low,0.485,0.6324999999999998,0.48,0.5324999999999999,Medium,21,Night,-10,1,16804.1,0.4582391510654818,0.485,0.6324999999999998,0.48,223,Low Value,,,,2900.2,0.5587499999999999,163.9686641932534,1,0.5184080935185374,1,High Risk
2024-08-26 13:29:17,Truck_1,-83.1143,74.21,214,Delayed,27.0,55.0,Clear,18,319,3,Mechanical Failure,67.0,127,13,26,0,8,August,0,High,Medium-Low,1.68503937007874,Low,0.135,0.175,0.1599999999999999,0.1566666666666666,Low,35,Afternoon,87,0,8509.0,0.1004141143991027,0.135,0.175,0.1599999999999999,957,Medium Value,,,,1206.0,0.155,109.85144687588418,1,0.5173516819551858,1,High Risk
2024-10-14 10:21:17,Truck_4,46.9729,-36.5198,420,Delayed,21.6,62.8,Clear,31,242,10,Weather,95.6,221,10,14,0,10,October,0,Very High,High,1.9004524886877827,High,0.605,0.8900000000000001,0.42,0.6383333333333333,Medium,42,Morning,199,0,21127.6,0.6447416098697265,0.605,0.8900000000000001,0.42,2420,Very High Value,,,,2963.6,0.7475,61.0869244062024,1,0.5126440769588214,1,High Risk
2024-10-18 06:34:56,Truck_6,38.047,-80.0446,166,Delayed,26.9,58.3,Clear,29,283,3,Weather,64.1,113,6,18,4,10,October,0,High,Low,1.4690265486725664,Low,0.065,0.1025,0.3799999999999999,0.1825,Low,42,Morning,53,0,7243.299999999999,0.0458157190923992,0.065,0.1025,0.3799999999999999,849,Medium Value,,,,1858.9,0.08375,89.9708846014523,1,0.5063413557739711,1,High Risk
2024-11-15 06:42:17,Truck_7,-19.6632,-133.2353,416,Delivered,20.5,61.9,Detour,51,172,1,Weather,75.5,112,6,15,4,11,November,0,Very High,High,3.7142857142857135,Low,0.06,0.3875000000000002,0.8200000000000001,0.4225000000000001,Medium,46,Morning,304,0,8456.0,0.0981278578207229,0.06,0.3875000000000002,0.8200000000000001,172,Low Value,,,,3850.5,0.2237500000000001,135.3159210147101,0,0.5017162589688041,1,High Risk
